"Name","Type","Zones","Location","Info","Note","Icon"
"Baren-Moren","Quest NPC","Baren-Moren Hatter, Windurst Waters map = South|H-7; Windurst","Baren-Moren Hatter, Windurst Waters map = South|H-7","Starts Quests:
- Hat in Hand
- A Feather in One's Cap

Involved in Quests:
- All at Sea","Starts Quests:
- Hat in Hand
- A Feather in One's Cap

Involved in Quests:
- All at Sea",""
"Barenngo","Quest NPC","Adoulin; Western Adoulin","Western Adoulin E-8","Involved in Quests:
- Don't Ever Leaf Me","Involved in Quests:
- Don't Ever Leaf Me",""
"Barnabas","Cutscene NPC","Cutscene; Jeuno (S)","","Involved in Missions:
- Cavernous Maws (WOTG01)
- Borne by the Wind (WOTG11)
- A Nation on the Brink (WOTG14)
- Crossroads of Time (WOTG15)

Notes:
*A Sergeant of the Ducal Knights of the Grand Duchy of Jeuno during the Crystal War. *His supervisor is Captain Lysander. *One of his subordinates is Corporal Alystair.","Involved in Missions:
- Cavernous Maws (WOTG01)
- Borne by the Wind (WOTG11)
- A Nation on the Brink (WOTG14)
- Crossroads of Time (WOTG15)

Notes:
*A Sergeant of the Ducal Knights of the Grand Duchy of Jeuno during the Crystal War. *His supervisor is Captain Lysander. *One of his subordinates is Corporal Alystair.",""
"Barnett, C.A.","Campaign NPC","Jeuno (S); Pashhow Marshlands (S)","Pashhow Marshlands (S) K-4","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Pashhow Marshlands (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Pashhow Marshlands (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign",""
"Bartabaq","Outpost Vendor","Oldton Movalpolos","Oldton Movalpolos F-10","Notes:
Appears, when Movalpolos is under weekly conquest-control by one of the three nations. - ""Welkome to my vorder shop!"" - ""Kome vack again sometime!"" Bartabaq is not a typical Outpost Vendor. She only sells items, which normally are sold by Regional Vendors of Movalpolos. The prices are dependent on the current Allegiance Rank. :*Sells and buys items to and from characters. :*All items, which Standard Merchants normally buy, can be traded by all characters for regional influence points. The points are awarded to the trader's current Allegiance. Updated 7/13/2010: Gives text about willing to buy evolith items from weak nationed adventurers. For further information see Outpost Vendor. Note: If all 3 nations are in a tie for control of this area this npc will not appear. A single nation (not beastmen) must control it.","Notes:
Appears, when Movalpolos is under weekly conquest-control by one of the three nations. - ""Welkome to my vorder shop!"" - ""Kome vack again sometime!"" Bartabaq is not a typical Outpost Vendor. She only sells items, which normally are sold by Regional Vendors of Movalpolos. The prices are dependent on the current Allegiance Rank. :*Sells and buys items to and from characters. :*All items, which Standard Merchants normally buy, can be traded by all characters for regional influence points. The points are awarded to the trader's current Allegiance. Updated 7/13/2010: Gives text about willing to buy evolith items from weak nationed adventurers. For further information see Outpost Vendor. Note: If all 3 nations are in a tie for control of this area this npc will not appear. A single nation (not beastmen) must control it.",""
"Bartholomaus","Campaign Battle Ally NPC","Bastok (S); Bastok Markets (S); Battle","Bastok Markets (S) L-8","Notes:
:* Can appear in all Campaign Battles for Bastok (S) as the leader of the 1st Iron Musketeers. :*Bartholomaus is among the few that may be dispatched to Beaucedine Glacier (S) and Xarcabard (S) once Bastok regains most territory in their cordon. :* Uses Circle Blade for 200-600 damage, Vorpal Blade for 1400-3200 damage, Swift Blade for 900-1700, and his own unique AoE Weapon Skill called Glory Slash for 600-1300. :* Uses Mighty Strikes (can use more than once) and Warcry (every couple minutes). :* Talk: The Republic was formed with the blood and sweat of the people. The flames of freedom must continue to light our furnaces of strength. The waters of civilization must continue to turn our wheels of ingenuity! :* Battle Cry: You barbarians will regret the day you set foot on Bastokan soil!","Notes:
:* Can appear in all Campaign Battles for Bastok (S) as the leader of the 1st Iron Musketeers. :*Bartholomaus is among the few that may be dispatched to Beaucedine Glacier (S) and Xarcabard (S) once Bastok regains most territory in their cordon. :* Uses Circle Blade for 200-600 damage, Vorpal Blade for 1400-3200 damage, Swift Blade for 900-1700, and his own unique AoE Weapon Skill called Glory Slash for 600-1300. :* Uses Mighty Strikes (can use more than once) and Warcry (every couple minutes). :* Talk: The Republic was formed with the blood and sweat of the people. The flames of freedom must continue to light our furnaces of strength. The waters of civilization must continue to turn our wheels of ingenuity! :* Battle Cry: You barbarians will regret the day you set foot on Bastokan soil!",""
"Bartholomaus Krueger","","Bastok (S); Bastok Markets (S)","Bastok Markets (S) L-8","Involved in Quests:
- Quelling The Storm
- Honor Under Fire
- Beneath the Mask

Notes:
""The republic was formed with the blood and sweat of the people. The flames of freedom must continue to light our furnaces of strength. The waters of civilization must continue to turn our wheels of ingenuity!""","Involved in Quests:
- Quelling The Storm
- Honor Under Fire
- Beneath the Mask

Notes:
""The republic was formed with the blood and sweat of the people. The flames of freedom must continue to light our furnaces of strength. The waters of civilization must continue to turn our wheels of ingenuity!""",""
"Bartolomeo","","Bastok; Port Bastok","Port Bastok F-7|Air Travel Agency","Involved in Quests:
- Guest of HauteurWelcome to Bastok","Involved in Quests:
- Guest of HauteurWelcome to Bastok",""
"Barton, C.A.","Campaign NPC","Castle Zvahl Keep (S); Jeuno (S)","Castle Zvahl Keep (S) I-8","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Castle Zvahl Keep (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign","Notes:
*Jeuno affiliated Campaign Arbiter. Present when Beastmen have control of Castle Zvahl Keep (S). *Offers Campaign Information, Campaign Allied Tags, Teleportation *Campaign Sword in front of name during Campaign",""
"Bashraf","","Al Zahbi; Cutscene; Cutscenes only","Cutscenes only","Involved in Quests:
- Give Peace a Chance
- Three Men and a Closet

Notes:
*Friends with Foudeel and Wahboud; the three are seen during the Three Men and a Closet quest cutscenes. *Appears during the Sunbreeze Festival event Fantastic Fraulein Mumor 2010 to heckle Mumor and Uka. *If you are raising a chocobo, starting at the adolescent stage you will meet them on a walk in Tahrongi Canyon, La Theine Plateau, or Konschtat Highlands where they are raising a chocobo together. They will challenge you to a friendly competition.","Involved in Quests:
- Give Peace a Chance
- Three Men and a Closet

Notes:
*Friends with Foudeel and Wahboud; the three are seen during the Three Men and a Closet quest cutscenes. *Appears during the Sunbreeze Festival event Fantastic Fraulein Mumor 2010 to heckle Mumor and Uka. *If you are raising a chocobo, starting at the adolescent stage you will meet them on a walk in Tahrongi Canyon, La Theine Plateau, or Konschtat Highlands where they are raising a chocobo together. They will challenge you to a friendly competition.",""
"Basmus","Auction House (Port Jeuno)","Jeuno; Port Jeuno","Port Jeuno H-8","","",""
"Bastion Fighter","","Abyssea; Bastion; Battle","Bastion","Notes:
*Three spawn at the beginning of every Bastion battle.","Notes:
*Three spawn at the beginning of every Bastion battle.",""
"Bastion Mage","","Abyssea; Bastion; Battle","Bastion","Notes:
*Three spawn at the beginning of every Bastion battle.","Notes:
*Three spawn at the beginning of every Bastion battle.",""
"Bastion Prefect","","Abyssea; near Veridical Conflux #00 in: :Abyssea - Attohwa","near Veridical Conflux #00 in: :Abyssea - Attohwa (G-8) :Abyssea - Misareaux (I-7) :Abyssea - Vunkerl (I-9)","","",""
"Basweema","Cutscene NPC","Cutscene","","Involved in Quests:
- Not Meant to Be","Involved in Quests:
- Not Meant to Be",""
"Bataron","Quest Giver NPC","Adoulin; Ceizak Battlegrounds","Ceizak Battlegrounds H-7","Starts Quests:
- Empty Nest","Starts Quests:
- Empty Nest",""
"Battal","Melody Minstrel","Selbina","Selbina H-8","Notes:
*This NPC will let you watch cut-scenes that you have seen in Selbina in the past, for a small fee.","Notes:
*This NPC will let you watch cut-scenes that you have seen in Selbina in the past, for a small fee.",""
"Baudin","Quest Giver NPC","Jeuno; Upper Jeuno","Upper Jeuno G-8 Very northwest corner.","Starts Quests:
- Crest of Davoi
- Save My Sister

Involved in Quests:
- Save the Clock Tower","Starts Quests:
- Crest of Davoi
- Save My Sister

Involved in Quests:
- Save the Clock Tower",""
"Baunise","","San d'Oria; Southern San d'Oria","Southern San d'Oria H-9, on the parapet over Westgate which is accessible by going up the stairs through the tunnel at (F-8)","Involved in Quests:
- A Knight's Test","Involved in Quests:
- A Knight's Test",""
"Baya Hiramayuh","Adventurer's Assistant","Aht Urhgan Whitegate; Al Zahbi","Aht Urhgan Whitegate H-12, on the pier of Port Al Zahbi","Notes:
Tells you when the next ferry to and from Mhaura will arrive and depart.","Notes:
Tells you when the next ferry to and from Mhaura will arrive and depart.",""
"Beadurinc","Guild Craftsman NPC :*Smithing Guild","Northern San d'Oria; San d'Oria","Northern San d'Oria E-6","","",""
"Bearer of Darkness","Cutscene NPC","Cut Scenes Only; Windurst","Cut Scenes Only","Involved in Quests:
- Sin Hunting
- Wings of the Goddess Windurst Missionquest 9: The Forbidden Path

Involved in Missions:
- Magicite (Bastok)
- Magicite (San d'Oria)
- Magicite (Windurst)
- Windurst Mission 8-1 Vain
- Windurst Mission 9-1 Doll of the Dead
- Windurst Mission 9-2 Moon Reading

Notes:
An enigmatic creature of powerful dark magic, but when attacked, its blood shines a pure white that turns to shimmering dust on the ground. It has a strange habit of appearing at bodies of water during the full moon and seems to have an obsession with the Star Sibyl.","Involved in Quests:
- Sin Hunting
- Wings of the Goddess Windurst Missionquest 9: The Forbidden Path

Involved in Missions:
- Magicite (Bastok)
- Magicite (San d'Oria)
- Magicite (Windurst)
- Windurst Mission 8-1 Vain
- Windurst Mission 9-1 Doll of the Dead
- Windurst Mission 9-2 Moon Reading

Notes:
An enigmatic creature of powerful dark magic, but when attacked, its blood shines a pure white that turns to shimmering dust on the ground. It has a strange habit of appearing at bodies of water during the full moon and seems to have an obsession with the Star Sibyl.",""
"Beastman Ensign","","*Grauberg (S); Beastman Confederate","*Grauberg (S) (G-12) *Vunkerl Inlet (S) (J-7) *Fort Karugo-Narugo (S) (H-8)","Notes:
*Used in Campaign Ops.","Notes:
*Used in Campaign Ops.",""
"Bebibi","","Heavens Tower; Windurst","Heavens Tower","","",""
"Bebo Jhatabia","","Pankration; The Colosseum","The Colosseum G-7","","",""
"Behsa Alehgo","","Adoulin; Eastern Adoulin","Eastern Adoulin J-7 Waypoint #8 (Coronal Esplanade)","Starts Quests:
- The Secret to Success
- Eye of the Beholder
- In the Land of the Blind","Starts Quests:
- The Secret to Success
- Eye of the Beholder
- In the Land of the Blind",""
"Belgidiveau","Quest Giver NPC","Northern San d'Oria; San d'Oria","Northern San d'Oria G-8","Starts Quests:
- Trouble at the Sluice

Notes:
""These sluice gates divide Northern San d'Oria into two parts: the Parade Grounds, and Laborman's Way."" ""Laborman's Way is much lower than the rest of the city. So to prevent flooding, we use these sluice gates to adjust the water for the entire district!""","Starts Quests:
- Trouble at the Sluice

Notes:
""These sluice gates divide Northern San d'Oria into two parts: the Parade Grounds, and Laborman's Way."" ""Laborman's Way is much lower than the rest of the city. So to prevent flooding, we use these sluice gates to adjust the water for the entire district!""",""
"Belgidiveau (A)","Quest NPC","Abyssea; Abyssea - Vunkerl","Abyssea - Vunkerl F-4 - Located by base camp near Wards.","Starts Quests:
- A Ward to End All Wards","Starts Quests:
- A Ward to End All Wards",""
"Belizieg","Item Deliverer","Bastok; Bastok Markets","Bastok Markets E-8","","","Deliverer.png"
"Belka","Regional Vendor NPC (Derfland Region)","Bastok; Port Bastok","Port Bastok E-7 (Back room of Galvin's Travel Gear)","","",""
"Belligerent Sheep","","Nashmau","Nashmau H-9","","",""
"Bellowing Scout","","Nashmau","Nashmau H-9","","",""
"Bellue","","Port San d'Oria; San d'Oria","Port San d'Oria I-9","","",""
"Benaige","Standard Merchant","San d'Oria; Southern San d'Oria","Southern San d'Oria F-7, in Raimbroy's Grocery","","",""
